0.04;0;2;
0.06;0;2;
0.08;0;2;
0.1;0;2;
0.12;0;2;
0.14;0;2;
0.16;0;2;
0.18;0;2;
0.2;0;2;
0.22;0;2;
0.24;0;2;
0.26;0;2;
0.28;0;2;
0.3;0;2;
0.32;0;2;
0.34;0;2;
0.36;0;2;
0.38;0;2;
0.4;0;2;
0.42;0;2;
0.44;0;2;
0.46;0;2;
0.48;0;2;
0.5;0;2;
0.52;0;2;
0.54;0;2;
0.56;0;2;
0.58;0;2;
0.6;0;2;
0.62;0;2;
0.64;0;2;
0.66;0;2;
0.68;0;2;
0.7;0;2;
0.72;0;2;
0.74;0;2;
0.76;0;2;
0.78;0;2;
0.8;0;2;
0.82;0;2;
0.84;0;2;
0.86;0;2;
0.88;0;2;
0.9;0;2;
0.92;0;2;
0.94;0;2;
0.96;0;2;
0.98;0;2;
1;0;2;
1.02;0;2;
1.04;0;2;
1.06;0;2;
1.08;0;2;
1.1;0;2;
1.12;0;2;
1.14;0;2;
1.16;0;2;
1.18;0;2;
1.2;0;2;
1.22;0;2;
1.24;0;2;
1.26;0;2;
1.28;0;2;
1.3;0;2;
1.32;0;2;
1.34;0;2;
1.36;0;2;
1.38;0;2;
1.4;0;2;
1.42;0;2;
1.44;0;2;
1.46;0;2;
1.48;0;2;
1.5;0;2;
1.52;0;2;
1.54;0;2;
1.56;0;2;
1.58;0;2;
1.6;0;2;
1.62;0;2;
1.64;0;2;
1.66;0;2;
1.68;0;2;
1.7;0;2;
1.72;0;2;
1.74;0;2;
1.76;0;2;
1.78;0;2;
1.8;0;2;
1.82;0;2;
1.84;0;2;
1.86;0;2;
1.88;0;2;
1.9;0;2;
1.92;0;2;
1.94;0;2;
1.96;0;2;
1.98;0;2;
2;0;2;
2;0.02;2;
2;0.04;2;
2;0.06;2;
2;0.08;2;
2;0.1;2;
2;0.12;2;
2;0.14;2;
2;0.16;2;
2;0.18;2;
2;0.2;2;
2;0.22;2;
2;0.24;2;
2;0.26;2;
2;0.28;2;
2;0.3;2;
2;0.32;2;
2;0.34;2;
2;0.36;2;
2;0.38;2;
2;0.4;2;
2;0.42;2;
2;0.44;2;
2;0.46;2;
2;0.48;2;
2;0.5;2;
2;0.52;2;
2;0.54;2;
2;0.56;2;
2;0.58;2;
2;0.6;2;
2;0.62;2;
2;0.64;2;
2;0.66;2;
2;0.68;2;
2;0.7;2;
2;0.72;2;
2;0.74;2;
2;0.76;2;
2;0.78;2;
2;0.8;2;
2;0.82;2;
2;0.84;2;
2;0.86;2;
2;0.88;2;
2;0.9;2;
2;0.92;2;
2;0.94;2;
2;0.96;2;
2;0.98;2;
2;1;2;
2;1.02;2;
2;1.04;2;
2;1.06;2;
2;1.08;2;
2;1.1;2;
2;1.12;2;
2;1.14;2;
2;1.16;2;
2;1.18;2;
2;1.2;2;
2;1.22;2;
2;1.24;2;
2;1.26;2;
2;1.28;2;
2;1.3;2;
2;1.32;2;
2;1.34;2;
2;1.36;2;
2;1.38;2;
2;1.4;2;
2;1.42;2;
2;1.44;2;
2;1.46;2;
2;1.48;2;
2;1.5;2;
2;1.52;2;
2;1.54;2;
2;1.56;2;
2;1.58;2;
2;1.6;2;
2;1.62;2;
2;1.64;2;
2;1.66;2;
2;1.68;2;
2;1.7;2;
2;1.72;2;
2;1.74;2;
2;1.76;2;
2;1.78;2;
2;1.8;2;
2;1.82;2;
2;1.84;2;
2;1.86;2;
2;1.88;2;
2;1.9;2;
2;1.92;2;
2;1.94;2;
2;1.96;2;
2;1.98;2;
2;2;2;
1.98;2;2;
1.96;2;2;
1.94;2;2;
1.92;2;2;
1.9;2;2;
1.88;2;2;
1.86;2;2;
1.84;2;2;
1.82;2;2;
1.8;2;2;
1.78;2;2;
1.76;2;2;
1.74;2;2;
1.72;2;2;
1.7;2;2;
1.68;2;2;
1.66;2;2;
1.64;2;2;
1.62;2;2;
1.6;2;2;
1.58;2;2;
1.56;2;2;
1.54;2;2;
1.52;2;2;
1.5;2;2;
1.48;2;2;
1.46;2;2;
1.44;2;2;
1.42;2;2;
1.4;2;2;
1.38;2;2;
1.36;2;2;
1.34;2;2;
1.32;2;2;
1.3;2;2;
1.28;2;2;
1.26;2;2;
1.24;2;2;
1.22;2;2;
1.2;2;2;
1.18;2;2;
1.16;2;2;
1.14;2;2;
1.12;2;2;
1.1;2;2;
1.08;2;2;
1.06;2;2;
1.04;2;2;
1.02;2;2;
