0.4;0;2;
0.6;0;2;
0.8;0;2;
1;0;2;
1.2;0;2;
1.4;0;2;
1.6;0;2;
1.8;0;2;
2;0;2;
2.2;0;2;
2.4;0;2;
2.6;0;2;
2.8;0;2;
3;0;2;
3.2;0;2;
3.4;0;2;
3.6;0;2;
3.8;0;2;
4;0;2;
4.2;0;2;
4.4;0;2;
4.6;0;2;
4.8;0;2;
5;0;2;
5.2;0;2;
5.4;0;2;
5.6;0;2;
5.8;0;2;
6;0;2;
6.2;0;2;
6.4;0;2;
6.6;0;2;
6.8;0;2;
7;0;2;
7.2;0;2;
7.4;0;2;
7.6;0;2;
7.8;0;2;
8;0;2;
8.2;0;2;
8.4;0;2;
8.6;0;2;
8.8;0;2;
9;0;2;
9.2;0;2;
9.4;0;2;
9.6;0;2;
9.8;0;2;
10;0;2;
10.2;0;2;
10.4;0;2;
10.6;0;2;
10.8;0;2;
11;0;2;
11.2;0;2;
11.4;0;2;
11.6;0;2;
11.8;0;2;
12;0;2;
12.2;0;2;
12.4;0;2;
12.6;0;2;
12.8;0;2;
13;0;2;
13.2;0;2;
13.4;0;2;
13.6;0;2;
13.8;0;2;
14;0;2;
14.2;0;2;
14.4;0;2;
14.6;0;2;
14.8;0;2;
15;0;2;
15.2;0;2;
15.4;0;2;
15.6;0;2;
15.8;0;2;
16;0;2;
16.2;0;2;
16.4;0;2;
16.6;0;2;
16.8;0;2;
17;0;2;
17.2;0;2;
17.4;0;2;
17.6;0;2;
17.8;0;2;
18;0;2;
18.2;0;2;
18.4;0;2;
18.6;0;2;
18.8;0;2;
19;0;2;
19.2;0;2;
19.4;0;2;
19.6;0;2;
19.8;0;2;
20;0;2;
20;0.2;2;
20;0.4;2;
20;0.6;2;
20;0.8;2;
20;1;2;
20;1.2;2;
20;1.4;2;
20;1.6;2;
20;1.8;2;
20;2;2;
20;2.2;2;
20;2.4;2;
20;2.6;2;
20;2.8;2;
20;3;2;
20;3.2;2;
20;3.4;2;
20;3.6;2;
