5;1.45;2;
5;1.5;2;
5;1.55;2;
5;1.6;2;
5;1.65;2;
5;1.7;2;
5;1.75;2;
5;1.8;2;
5;1.85;2;
5;1.9;2;
5;1.95;2;
5;2;2;
5;2.05;2;
5;2.1;2;
5;2.15;2;
5;2.2;2;
5;2.25;2;
5;2.3;2;
5;2.35;2;
5;2.4;2;
5;2.45;2;
5;2.5;2;
5;2.55;2;
5;2.6;2;
5;2.65;2;
5;2.7;2;
5;2.75;2;
5;2.8;2;
5;2.85;2;
5;2.9;2;
5;2.95;2;
5;3;2;
5;3.05;2;
5;3.1;2;
5;3.15;2;
5;3.2;2;
5;3.25;2;
5;3.3;2;
5;3.35;2;
5;3.4;2;
5;3.45;2;
5;3.5;2;
5;3.55;2;
5;3.6;2;
5;3.65;2;
5;3.7;2;
5;3.75;2;
5;3.8;2;
5;3.85;2;
5;3.9;2;
5;3.95;2;
5;4;2;
5;4.05;2;
5;4.1;2;
5;4.15;2;
5;4.2;2;
5;4.25;2;
5;4.3;2;
5;4.35;2;
5;4.4;2;
5;4.45;2;
5;4.5;2;
5;4.55;2;
5;4.6;2;
5;4.65;2;
5;4.7;2;
5;4.75;2;
5;4.8;2;
5;4.85;2;
5;4.9;2;
5;4.95;2;
5;5;2;
4.95;5;2;
4.9;5;2;
4.85;5;2;
4.8;5;2;
4.75;5;2;
4.7;5;2;
4.65;5;2;
4.6;5;2;
4.55;5;2;
4.5;5;2;
4.45;5;2;
4.4;5;2;
4.35;5;2;
4.3;5;2;
4.25;5;2;
4.2;5;2;
4.15;5;2;
4.1;5;2;
4.05;5;2;
4;5;2;
3.95;5;2;
3.9;5;2;
3.85;5;2;
3.8;5;2;
3.75;5;2;
3.7;5;2;
3.65;5;2;
3.6;5;2;
3.55;5;2;
3.5;5;2;
3.45;5;2;
3.4;5;2;
3.35;5;2;
3.3;5;2;
3.25;5;2;
3.2;5;2;
3.15;5;2;
3.1;5;2;
3.05;5;2;
3;5;2;
2.95;5;2;
2.9;5;2;
2.85;5;2;
2.8;5;2;
2.75;5;2;
2.7;5;2;
2.65;5;2;
2.6;5;2;
2.55;5;2;
2.5;5;2;
2.45;5;2;
2.4;5;2;
2.35;5;2;
2.3;5;2;
2.25;5;2;
2.2;5;2;
2.15;5;2;
2.1;5;2;
2.05;5;2;
2;5;2;
1.95;5;2;
1.9;5;2;
1.85;5;2;
1.8;5;2;
1.75;5;2;
1.7;5;2;
1.65;5;2;
1.6;5;2;
1.55;5;2;
1.5;5;2;
1.45;5;2;
1.4;5;2;
1.35;5;2;
1.3;5;2;
1.25;5;2;
1.2;5;2;
1.15;5;2;
1.1;5;2;
1.05;5;2;
1;5;2;
0.95;5;2;
0.9;5;2;
0.85;5;2;
0.8;5;2;
0.75;5;2;
0.7;5;2;
0.65;5;2;
0.6;5;2;
0.55;5;2;
0.5;5;2;
0.45;5;2;
0.4;5;2;
0.35;5;2;
0.3;5;2;
0.25;5;2;
0.2;5;2;
0.15;5;2;
0.0999999;5;2;
0.0500002;5;2;
0;5;2;
0;4.95;2;
0;4.9;2;
0;4.85;2;
0;4.8;2;
0;4.75;2;
0;4.7;2;
0;4.65;2;
0;4.6;2;
0;4.55;2;
0;4.5;2;
0;4.45;2;
0;4.4;2;
0;4.35;2;
0;4.3;2;
0;4.25;2;
0;4.2;2;
0;4.15;2;
0;4.1;2;
0;4.05;2;
0;4;2;
0;3.95;2;
0;3.9;2;
0;3.85;2;
0;3.8;2;
0;3.75;2;
0;3.7;2;
0;3.65;2;
0;3.6;2;
0;3.55;2;
0;3.5;2;
0;3.45;2;
0;3.4;2;
0;3.35;2;
0;3.3;2;
0;3.25;2;
0;3.2;2;
0;3.15;2;
0;3.1;2;
0;3.05;2;
0;3;2;
0;2.95;2;
0;2.9;2;
0;2.85;2;
0;2.8;2;
0;2.75;2;
0;2.7;2;
0;2.65;2;
0;2.6;2;
0;2.55;2;
0;2.5;2;
0;2.45;2;
0;2.4;2;
0;2.35;2;
0;2.3;2;
0;2.25;2;
0;2.2;2;
0;2.15;2;
0;2.1;2;
0;2.05;2;
0;2;2;
0;1.95;2;
0;1.9;2;
0;1.85;2;
0;1.8;2;
0;1.75;2;
0;1.7;2;
0;1.65;2;
0;1.6;2;
0;1.55;2;
0;1.5;2;
0;1.45;2;
0;1.4;2;
0;1.35;2;
0;1.3;2;
0;1.25;2;
0;1.2;2;
0;1.15;2;
0;1.1;2;
0;1.05;2;
0;1;2;
0;0.95;2;
0;0.9;2;
0;0.85;2;
0;0.8;2;
0;0.75;2;
0;0.7;2;
0;0.65;2;
0;0.6;2;
0;0.55;2;
0;0.5;2;
0;0.45;2;
0;0.4;2;
0;0.35;2;
0;0.3;2;
0;0.25;2;
0;0.2;2;
0;0.15;2;
0;0.0999999;2;
0;0.0500002;2;
0;0;2
